"id","lon","lat","name","address","state_code","city","state_random_number","city_random_number","revenue","state_name","state_capital","population"
1725,-121.393252,38.5959,"Starbucks - CA - Sacramento  01725","Arden & Morse - Sacramento_3045 Arden Way_Sacramento, California 95864_916-486-1204","CA","Sacramento",3,5,381907,"California","Sacramento",508529
1726,-121.33389,38.680112,"Starbucks - CA - Sacramento  01726","Greenback & Garfield - Sacramento_6300 Garfield Ave_Sacramento, California 95841_916-331-5238","CA","Sacramento",3,5,380124,"California","Sacramento",508529
1727,-121.4886841,38.57709626,"Starbucks - CA - Sacramento  01727","Sacramento Con Ctr-13th St Cafe_1100 14th Street_Sacramento, California 95814_916-446-1005","CA","Sacramento",3,5,406027,"California","Sacramento",508529
1728,-121.522029,38.65598153,"Starbucks - CA - Sacramento  01728","Safeway-North Natomas #2697_2851 Del Paso Rd_Sacramento, California 95834","CA","Sacramento",3,5,297560,"California","Sacramento",508529
1729,-121.4785,38.6422,"Starbucks - CA - Sacramento  01729","Promenade @ Truxel - Sacramento_3620 North Freeway Blvd_Sacramento, California 95834_916-928-4233","CA","Sacramento",3,5,346546,"California","Sacramento",508529
1730,-121.4851324,38.56812481,"Starbucks - CA - Sacramento  01730","Safeway-Sacramento & 19th #2684_1800-19th Street_Sacramento, California 95814","CA","Sacramento",3,5,378429,"California","Sacramento",508529
1731,-121.386515,38.5958,"Starbucks - CA - Sacramento  01731","Safeway - Sacramento #1530_3320 Arden Way_Sacramento, California 95825_916-483-9389","CA","Sacramento",3,5,313734,"California","Sacramento",508529
1732,-121.4653521,38.57240051,"Starbucks - CA - Sacramento  01732","Safeway-Sacramento #2242_1025 Alhambra Blvd_Sacramento, California 95816","CA","Sacramento",3,5,342176,"California","Sacramento",508529
1733,-121.4921598,38.63857284,"Starbucks - CA - Sacramento  01733","Target Sacramento T-2115_3601 N Freeway Blvd_Sacramento, California 95834","CA","Sacramento",3,5,359899,"California","Sacramento",508529
1734,-121.5918199,38.68097661,"Starbucks - CA - Sacramento [A]  01734","SMF Airport_6942 Airport Blvd._Sacramento, California 95837","CA","Sacramento",3,5,322023,"California","Sacramento",508529
1735,-121.32681,38.706192,"Starbucks - CA - Sacramento [D]  01735","Antelope & Daly - Sacramento_5874 Antelope Rd_Sacramento, California 95842_916-721-3226","CA","Sacramento",3,5,329522,"California","Sacramento",508529
1736,-121.3645247,38.59559208,"Starbucks - CA - Sacramento [WD]  01736","Arden Plaza_4301 Arden Way_Sacramento, California 95864_(916) 482-1205","CA","Sacramento",3,5,283465,"California","Sacramento",508529
1737,-121.3552358,38.66105636,"Starbucks - CA - Sacramento [WD]  01737","Date & Madison - Sacramento_4701 Madison Avenue_Sacramento, California 95841_916-334-6758","CA","Sacramento",3,5,329335,"California","Sacramento",508529
1738,-121.4091384,38.54928552,"Starbucks - CA - Sacramento [WD]  01738","Folsom & Julliard - Sacramento_8387-8397 Folsom Blvd._Sacramento, California 95826_916-381-3498","CA","Sacramento",3,5,330679,"California","Sacramento",508529
1739,-121.409598,38.481463,"Starbucks - CA - Sacramento [WD]  01739","Gerber & Power Inn - Sacramento_8030 Gerber Road_Sacramento, California 95823_916-689-1180","CA","Sacramento",3,5,298142,"California","Sacramento",508529
1740,-121.4167485,38.59614908,"Starbucks - CA - Sacramento [WD]  01740","Howe & Arden - Sacramento_2100 Arden Way_Sacramento, California 95825_(916) 568-0297","CA","Sacramento",3,5,409009,"California","Sacramento",508529
1741,-121.4428,38.4769,"Starbucks - CA - Sacramento [WD]  01741","Mack & Hwy 99 - Sacramento_6200 Valley Mack Rd_Sacramento, California 95823_916-422-7306","CA","Sacramento",3,5,322504,"California","Sacramento",508529
1742,-121.45672,38.643417,"Starbucks - CA - Sacramento [WD]  01742","Norwood & I-80 -  Sacramento_4110 Norwood Avenue_Sacramento, California 95838_916-924-8978","CA","Sacramento",3,5,329026,"California","Sacramento",508529
1743,-121.4946583,38.56214231,"Starbucks - CA - Sacramento [W]  01743","15th & Broadway - Sacramento_1429 Broadway_Sacramento, California 95818_916-447-5105","CA","Sacramento",3,5,328013,"California","Sacramento",508529
1744,-121.487496,38.572416,"Starbucks - CA - Sacramento [W]  01744","1601 P Street - Sacramento_1501 16th Street_Sacramento, California 95841_916-447-1968","CA","Sacramento",3,5,330075,"California","Sacramento",508529
1745,-121.486553,38.58085287,"Starbucks - CA - Sacramento [W]  01745","15th & H Street - Sacramento_1430 H Street_Sacramento, California 95814_916-930-0866","CA","Sacramento",3,5,290640,"California","Sacramento",508529
1746,-121.45546,38.570354,"Starbucks - CA - Sacramento [W]  01746","3815 J Street - Sacramento_3815 'J' Street_Sacramento, California 95816_(916) 454-1955","CA","Sacramento",3,5,281226,"California","Sacramento",508529
1747,-121.4812801,38.57691526,"Starbucks - CA - Sacramento [W]  01747","19th & J Street - Sacramento_1901 J Street_Sacramento, California 95814_(916) 444-1892","CA","Sacramento",3,5,362990,"California","Sacramento",508529
1748,-121.4993391,38.58303511,"Starbucks - CA - Sacramento [W]  01748","5th & I - Sacramento_431 I Street_Sacramento, California 95814_916-441-2404","CA","Sacramento",3,5,344983,"California","Sacramento",508529
1749,-121.4691629,38.55219819,"Starbucks - CA - Sacramento [W]  01749","3rd & Broadway - Sacramento_3434 Broadway_Sacramento, California 95817_916-457-1693","CA","Sacramento",3,5,380291,"California","Sacramento",508529
1750,-121.50334,38.491264,"Starbucks - CA - Sacramento [W]  01750","65th St. & Folsom - Sacramento_1420 65th Street_Sacramento, California 95819_916-454-4231","CA","Sacramento",3,5,357747,"California","Sacramento",508529
1751,-121.427799,38.546999,"Starbucks - CA - Sacramento [W]  01751","65th & Broadway - Sacramento_2992 65th Street_Sacramento, California 95817_916-452-5023","CA","Sacramento",3,5,337505,"California","Sacramento",508529
1752,-121.4977819,38.58014594,"Starbucks - CA - Sacramento [W]  01752","717 K Street - Sacramento_717 K St_Sacramento, California 95814_916-448-3390","CA","Sacramento",3,5,304935,"California","Sacramento",508529
1753,-121.4947505,38.58075903,"Starbucks - CA - Sacramento [W]  01753","980 9th - Sacramento_980 9th Street_Sacramento, California 95814_916-447-4745","CA","Sacramento",3,5,364628,"California","Sacramento",508529
1754,-121.467017,38.568113,"Starbucks - CA - Sacramento [W]  01754","Alhambra & N_1401 Alhambra Blvd_Sacramento, California 95815_(916) 452-1707","CA","Sacramento",3,5,306029,"California","Sacramento",508529
1755,-121.4269118,38.599571,"Starbucks - CA - Sacramento [W]  01755","Arden Fair Mall_1689 Arden Way_Sacramento, California 95815_(916) 568-7420","CA","Sacramento",3,5,283387,"California","Sacramento",508529
1756,-121.3363025,38.55813566,"Starbucks - CA - Sacramento [W]  01756","Bradshaw & Old Placerville - Sacram_3539 Bradshaw Road_Sacramento, California 95827_916-362-2974","CA","Sacramento",3,5,347015,"California","Sacramento",508529
1757,-121.3718017,38.45386599,"Starbucks - CA - Sacramento [W]  01757","Calvine & Florin - Elk Grove_8341 Elk Grove - Florin Rd_Sacramento, California 95822_916-681-6662","CA","Sacramento",3,5,361463,"California","Sacramento",508529
1758,-121.403817,38.452463,"Starbucks - CA - Sacramento [W]  01758","Calvine & Power Inn - Sacramento_8240 Calvine Road_Sacramento, California 95858_916-688-8505","CA","Sacramento",3,5,391146,"California","Sacramento",508529
1759,-121.418456,38.43799604,"Starbucks - CA - Sacramento [W]  01759","Center & Bruceville - Sacramento_8775 Center Parkway_Sacramento, California 95823_916-681-3870","CA","Sacramento",3,5,295544,"California","Sacramento",508529
1760,-121.5303,38.6428,"Starbucks - CA - Sacramento [W]  01760","Duckhorn & Arena - Sacramento_3230 Arena Blvd._Sacramento, California 95834_916-419-3954","CA","Sacramento",3,5,316209,"California","Sacramento",508529
1761,-121.500391,38.57962002,"Starbucks - CA - Sacramento [W]  01761","Downtown Plaza - Sacramento_545 Downtown Plaza_Sacramento, California 95814_916-444-2571","CA","Sacramento",3,5,347357,"California","Sacramento",508529
1762,-121.496997,38.6128,"Starbucks - CA - Sacramento [W]  01762","El Camino & Truxel - Natomas_1560 West El Camino Avenue_Sacramento, California 95833_916-927-9391","CA","Sacramento",3,5,388774,"California","Sacramento",508529
1763,-121.494117,38.534885,"Starbucks - CA - Sacramento [W]  01763","Freeport & Sutterville - Sacramento_4424 Freeport Blvd_Sacramento, California 93940_(916) 451-2747","CA","Sacramento",3,5,366974,"California","Sacramento",508529
1764,-121.5035056,38.48126529,"Starbucks - CA - Sacramento [W]  01764","Freeport & Meadowview - Sacramento_1441 Meadowview Road_Sacramento, California 95832_916-429-2748","CA","Sacramento",3,5,352325,"California","Sacramento",508529
1765,-121.5172161,38.61241678,"Starbucks - CA - Sacramento [W]  01765","Gateway Oaks & El Camino - Sacramen_2620 Gateway Oaks Drive_Sacramento, California 95833_916-921-0870","CA","Sacramento",3,5,393032,"California","Sacramento",508529
1766,-121.5224935,38.49552331,"Starbucks - CA - Sacramento [W]  01766","Greenhaven @ Florin_1042 Florin Rd_Sacramento, California 95831_916-427-9312","CA","Sacramento",3,5,382028,"California","Sacramento",508529
1767,-121.434645,38.567522,"Starbucks - CA - Sacramento [W]  01767","H Street & 56th Street - Sacramento_5539 H Street_Sacramento, California 95819_916-451-4861","CA","Sacramento",3,5,363409,"California","Sacramento",508529
1768,-121.4146994,38.57292985,"Starbucks - CA - Sacramento [W]  01768","Howe & Fair Oaks - Sacramento_458 Howe Avenue_Sacramento, California 95825_916-649-3225","CA","Sacramento",3,5,360641,"California","Sacramento",508529
1769,-121.5038061,38.58296681,"Starbucks - CA - Sacramento [W]  01769","J Street & 26th Street - Sacramento_2604 J Street_Sacramento, California 95814_916-448-5841","CA","Sacramento",3,5,383724,"California","Sacramento",508529
1770,-121.5030548,38.63663844,"Starbucks - CA - Sacramento [W]  01770","I-80 & Truxel - Sacramento_3511 Truxel Road_Sacramento, California 95834_(916) 928-6113","CA","Sacramento",3,5,381468,"California","Sacramento",508529
1771,-121.410123,38.574609,"Starbucks - CA - Sacramento [W]  01771","Pavilions_508 Pavillions Lane_Sacramento, California 95825_916-649-0214","CA","Sacramento",3,5,315926,"California","Sacramento",508529
1772,-121.4621419,38.55938217,"Starbucks - CA - Sacramento [W]  01772","Stockton & T Street - Sacramento_2001 Stockton Street_Sacramento, California 95817_916-455-7553","CA","Sacramento",3,5,340192,"California","Sacramento",508529
1773,-121.5138463,38.63673436,"Starbucks - CA - Sacramento [W]  01773","Truxel & Natomas - Sacramento_2121 Natomas Crossing Drive_Sacramento, California 95834_916-515-0837","CA","Sacramento",3,5,302292,"California","Sacramento",508529
1774,-121.400075,38.618537,"Starbucks - CA - Sacramento [W]  01774","Town & Country Village_1 Adobe Court_Sacramento, California 95821_(916) 485-6922","CA","Sacramento",3,5,303776,"California","Sacramento",508529
1775,-121.3828844,38.5753853,"Starbucks - CA - Sacramento [W]  01775","Watt & Fair Oaks - Sacramento_610 Watt Ave_Sacramento, California 95864_916-484-1579","CA","Sacramento",3,5,312173,"California","Sacramento",508529
1776,-121.3828708,38.61340555,"Starbucks - CA - Sacramento [W]  01776","Watt & Kings Way - Sacramento_2648 Watt Ave_Sacramento, California 95821_916-483-7344","CA","Sacramento",3,5,339176,"California","Sacramento",508529
1777,-121.6474,36.66,"Starbucks - CA - Salinas  01777","Salinas Valley Memorial Lobby_450 E Romie Lane_Salinas, California 93901","CA","Salinas",3,1,126027,"California","Sacramento",508529
1778,-121.6543298,36.7122702,"Starbucks - CA - Salinas  01778","Target Salinas T-676_1640 N Main St_Salinas, California 93906","CA","Salinas",3,1,151336,"California","Sacramento",508529
1779,-121.595698,36.694901,"Starbucks - CA - Salinas [WD]  01779","Boranda & Sanborn - Salinas_1598 N Sanborn Rd_Salinas, California 93905_831-754-6399","CA","Salinas",3,1,127217,"California","Sacramento",508529
1780,-121.6251922,36.6991699,"Starbucks - CA - Salinas [W]  01780","Constitution & Independence & Safeway_1508 Constitution Boulevard_Salinas, California 93906_831-443-1449","CA","Salinas",3,1,132952,"California","Sacramento",508529
1781,-121.6559964,36.72066451,"Starbucks - CA - Salinas [W]  01781","Main & Boranda - Salinas_1964 North Main Street_Salinas, California 93906_831-442-0460","CA","Salinas",3,1,140391,"California","Sacramento",508529
1782,-121.6594215,36.6579618,"Starbucks - CA - Salinas [W]  01782","Main & San Joaquin - Salinas_1186 South Main Street_Salinas, California 93901_831-751-3420","CA","Salinas",3,1,134041,"California","Sacramento",508529
1783,-121.6649967,36.70877414,"Starbucks - CA - Salinas [W]  01783","Westridge S.C.-Salinas_1363 N. Davis Road_Salinas, California 93906_831 771 2901","CA","Salinas",3,1,133958,"California","Sacramento",508529
1784,-122.5652018,37.98002575,"Starbucks - CA - San Anselmo  01784","Safeway-San Anselmo #1723_838 Sir Francis Drake Blvd._San Anselmo, California 94960_415-456-9157","CA","San anselmo",3,1,134938,"California","Sacramento",508529
1785,-117.331933,34.166837,"Starbucks - CA - San Bernadino [W]  01785","University & I-215, San Bernadino_4275 N. UNIVERSITY PARKWAY_San Bernadino, California 92407_909-887-2256","CA","San bernadino",3,2,174599,"California","Sacramento",508529
1786,-117.2736924,34.06598513,"Starbucks - CA - San Bernadino [W]  01786","Waterman&Hospitality, SanBernardino_525 E. Hospitality Lane_San Bernadino, California 92408_909-890-9980","CA","San bernadino",3,2,161806,"California","Sacramento",508529
1787,-117.3264214,34.17932187,"Starbucks - CA - San Bernardino  01787","CSU/San Bernadino - Commons Bldg_5500 University Pkwy_San Bernardino, California 92406","CA","San bernardino",3,1,125208,"California","Sacramento",508529
1788,-117.326458,34.179287,"Starbucks - CA - San Bernardino  01788","CSU/San Bernadino Student Union Rel_5500 University Pkwy_San Bernardino, California 92406","CA","San bernardino",3,1,132583,"California","Sacramento",508529
1789,-117.3618,34.1927,"Starbucks - CA - San Bernardino [WD]  01789","Little League & I-215_3225 Little League Drive_San Bernardino, California 92407_909-473-8940","CA","San bernardino",3,1,127639,"California","Sacramento",508529
1790,-122.420917,37.636291,"Starbucks - CA - San Bruno  01790","The Shops at Tanforan & At Target_1150 El Camino Real_San Bruno, California 94066_650-588-2451","CA","San bruno",3,2,194280,"California","Sacramento",508529
1791,-122.4111011,37.62462638,"Starbucks - CA - San Bruno [W]  01791","501 San Mateo Avenue_501 San Mateo Avenue_San Bruno, California 94066_6509524295","CA","San bruno",3,2,184410,"California","Sacramento",508529
1792,-122.4213874,37.63716661,"Starbucks - CA - San Bruno [W]  01792","El Camino & Sneath - San Bruno_1212 El Camino Real_San Bruno, California 94066_650-872-0348","CA","San bruno",3,2,197715,"California","Sacramento",508529
1793,-122.4246522,37.62651835,"Starbucks - CA - San Bruno [W]  01793","Bayhill & Cherry - San Bruno_851 Cherry Avenue_San Bruno, California 94066_650-615-9471","CA","San bruno",3,2,209720,"California","Sacramento",508529
1794,-122.257106,37.503123,"Starbucks - CA - San Carlos [W]  01794","Laurel & Arroyo - San Carlos_856 Laurel Avenue_San Carlos, California 94070_6506209437","CA","San carlos",3,1,135596,"California","Sacramento",508529
1795,-122.2611565,37.50650894,"Starbucks - CA - San Carlos [W]  01795","San Carlos_1187 San Carlos Avenue_San Carlos, California 94070_650-802-0534","CA","San carlos",3,1,152611,"California","Sacramento",508529
1796,-117.614868,33.443017,"Starbucks - CA - San Clemente  01796","Albertsons-San Clemente #6509_804 Avenida Pico_San Clemente, California 92672_949-492-1755","CA","San clemente",3,3,233520,"California","Sacramento",508529
1797,-117.6020527,33.4554739,"Starbucks - CA - San Clemente  01797","Albertsons-San Clemente #6563_989 Avenida Pico_San Clemente, California 92673","CA","San clemente",3,3,205378,"California","Sacramento",508529
1798,-117.6111993,33.42605104,"Starbucks - CA - San Clemente [W]  01798","300 S. El Camino Real - San Clement_300 S. El Camino Real_San Clemente, California 926724047_(949) 369-9520","CA","San clemente",3,3,210260,"California","Sacramento",508529
1799,-117.6007954,33.45612883,"Starbucks - CA - San Clemente [W]  01799","Pico & La Pata, San Clemente_1001 Avenida Pico_San Clemente, California 92673_949-369-5649","CA","San clemente",3,3,183955,"California","Sacramento",508529
1800,-117.6510751,33.45885912,"Starbucks - CA - San Clemente [W]  01800","San Clemente_638 Camino de los Mares_San Clemente, California 926732848_(949) 496-5900","CA","San clemente",3,3,244998,"California","Sacramento",508529
1801,-117.130296,32.7554,"Starbucks - CA - San Diego  01801","30th Street. & El Cajon, SD (UCO)_2990 El Cajon Boulevard_San Diego, California 921041205_619-640-6584","CA","San diego",3,4,271526,"California","Sacramento",508529
1802,-117.117159,32.696,"Starbucks - CA - San Diego  01802","36th & National, San Diego (UCO)_3582 National Avenue_San Diego, California 921133114_619-231-9591","CA","San diego",3,4,290754,"California","Sacramento",508529
1803,-117.1217,32.9626,"Starbucks - CA - San Diego  01803","Albertsons-San Diego #6742_7895 Highland Village Place_San Diego, California 92129","CA","San diego",3,4,308725,"California","Sacramento",508529
1804,-117.1200578,32.91594546,"Starbucks - CA - San Diego  01804","Albertsons-San Diego #6770_10740 Westview Pkwy._San Diego, California 92126_858-578-7032","CA","San diego",3,4,330021,"California","Sacramento",508529
1805,-117.0993485,32.74968508,"Starbucks - CA - San Diego  01805","Albertsons-San Diego #6801_4421 University Ave_San Diego, California 92105_619-563-6565","CA","San diego",3,4,286071,"California","Sacramento",508529
1806,-117.089808,32.977222,"Starbucks - CA - San Diego  01806","Albertsons-San Diego #689/6772_14340 Penasquitos Road_San Diego, California 92129","CA","San diego",3,4,312174,"California","Sacramento",508529
1807,-117.1709936,32.71149714,"Starbucks - CA - San Diego  01807","Embassy Suites San Diego Lobby_601 Pacific Hwy_San Diego, California 92101","CA","San diego",3,4,284403,"California","Sacramento",508529
1808,-117.1701877,32.76928396,"Starbucks - CA - San Diego  01808","Fashion Valley Mall - San Diego_7007 Friars Road_San Diego, California 92108_(619) 299-2593","CA","San diego",3,4,310091,"California","Sacramento",508529
1809,-117.161716,32.715337,"Starbucks - CA - San Diego  01809","Horton Plaza_126 Horton Plaza_San Diego, California 92101_(619) 239-4160","CA","San diego",3,4,297951,"California","Sacramento",508529
1810,-117.1678,32.7315,"Starbucks - CA - San Diego  01810","Horton Plaza Relocation_324 Horton Plaza_San Diego, California 92101-614_619-239-1963","CA","San diego",3,4,317759,"California","Sacramento",508529
1811,-117.1649694,32.70918512,"Starbucks - CA - San Diego  01811","Marriott San Diego Marina_333 West Harbor Drive_San Diego, California 92101_619-230-8914","CA","San diego",3,4,283043,"California","Sacramento",508529
1812,-117.1234,32.8652,"Starbucks - CA - San Diego  01812","MCAS Miramar_Sodexho at MCAS Miramar_San Diego, California 92145_858-689-1460","CA","San diego",3,4,279647,"California","Sacramento",508529
1813,-117.164341,32.70880946,"Starbucks - CA - San Diego  01813","San Diego Conv Ctr_111 W Harbor Dr_San Diego, California 92101_619-525-5840","CA","San diego",3,4,313859,"California","Sacramento",508529
1814,-117.1643469,32.70880876,"Starbucks - CA - San Diego  01814","San Diego Convention Center_111 West Harbor Drive_San Diego, California 92101","CA","San diego",3,4,258732,"California","Sacramento",508529
1815,-117.07153,32.772907,"Starbucks - CA - San Diego  01815","SDSU - Aztec Shops @ Aztec Center_5500 Campenile Dr_San Diego, California 92182_619-594-7733","CA","San diego",3,4,277342,"California","Sacramento",508529
1816,-117.2231,32.8621,"Starbucks - CA - San Diego  01816","Vons - San Diego #2012_7788 Regents Rd_San Diego, California 92122","CA","San diego",3,4,266845,"California","Sacramento",508529
1817,-117.209803,32.87365888,"Starbucks - CA - San Diego  01817","University Town Centre_4545 La Jolla Village Dr_San Diego, California 92122_(858) 457-1044","CA","San diego",3,4,305890,"California","Sacramento",508529
1818,-117.1039,32.829693,"Starbucks - CA - San Diego  01818","Vons - San Diego #2134_10460 Clairemont M_San Diego, California 92124","CA","San diego",3,4,272702,"California","Sacramento",508529
1819,-117.180603,32.819678,"Starbucks - CA - San Diego  01819","Vons - San Diego #2040_5555 Balboa Ave_San Diego, California 92111","CA","San diego",3,4,310691,"California","Sacramento",508529
1820,-117.2157552,32.75255187,"Starbucks - CA - San Diego  01820","Vons-San Diego #2053_3645 Midway Dr_San Diego, California 92110","CA","San diego",3,4,319634,"California","Sacramento",508529
1821,-117.0703669,32.93459182,"Starbucks - CA - San Diego  01821","Vons-San Diego #2107_10675 Scripps Poway Pkwy_San Diego, California 92131","CA","San diego",3,4,278343,"California","Sacramento",508529
1822,-117.11488,32.76344,"Starbucks - CA - San Diego  01822","Vons - San Diego #2358_3610 Adams Ave_San Diego, California 92116_619-280-7634","CA","San diego",3,4,317016,"California","Sacramento",508529
1823,-117.1151,32.80769,"Starbucks - CA - San Diego  01823","Vons-San Diego #2118_3550 Murphy Canyon Rd_San Diego, California 94947_858-282-5007","CA","San diego",3,4,295238,"California","Sacramento",508529
1824,-117.1267964,32.95854938,"Starbucks - CA - San Diego  01824","Vons-San Diego #2081_13255 Black Mountain Rd_San Diego, California 92129","CA","San diego",3,4,255597,"California","Sacramento",508529
1825,-117.2058549,32.83109034,"Starbucks - CA - San Diego  01825","Vons-San Diego #2120_4725 Clairemont Dr_San Diego, California 92117","CA","San diego",3,4,265186,"California","Sacramento",508529
1826,-117.2389103,32.80023299,"Starbucks - CA - San Diego  01826","Vons-San Diego #2116_1702 Garnet St_San Diego, California 921093350","CA","San diego",3,4,298257,"California","Sacramento",508529
1827,-117.1445895,32.91266252,"Starbucks - CA - San Diego  01827","Vons-San Diego #2136_8310 Mira Mesa Blvd_San Diego, California 92126","CA","San diego",3,4,288478,"California","Sacramento",508529
1828,-117.130199,32.753065,"Starbucks - CA - San Diego  01828","Vons-San Diego #2355_4145 30th St_San Diego, California 92104_619-284-6672","CA","San diego",3,4,277374,"California","Sacramento",508529
1829,-117.1958378,32.72943335,"Starbucks - CA - San Diego [A]  01829","SAN - San Diego Airport_3665 N. Harbor Drive_San Diego, California 92101_619-231-5100","CA","San diego",3,4,249090,"California","Sacramento",508529
1830,-117.133299,32.6959,"Starbucks - CA - San Diego [WD]  01830","28th & National, San Diego_2828 National Avenue_San Diego, California 921132418_619-231-4791","CA","San diego",3,4,297843,"California","Sacramento",508529
1831,-117.102303,32.77981,"Starbucks - CA - San Diego [WD]  01831","Camino Del Rio North & Mission Gorg_4262 Camino Del Rio North_San Diego, California 921082610_619-516-3409","CA","San diego",3,4,279111,"California","Sacramento",508529
1832,-117.1532078,32.83094349,"Starbucks - CA - San Diego [WD]  01832","Convoy & Raytheon, San Diego_4898 Convoy Street_San Diego, California 921111611_858-560-0337","CA","San diego",3,4,228190,"California","Sacramento",508529
1833,-117.0536783,32.76860777,"Starbucks - CA - San Diego [WD]  01833","El Cajon & 67th, San Diego_6701 El Cajon Blvd._San Diego, California 921151621_619-667-5242","CA","San diego",3,4,284438,"California","Sacramento",508529
1834,-117.0849059,32.70886752,"Starbucks - CA - San Diego [WD]  01834","Euclid & Market, San Diego_350 Euclid Avenue_San Diego, California 921143501_619-264-1865","CA","San diego",3,4,261504,"California","Sacramento",508529
1835,-117.1009007,32.74961605,"Starbucks - CA - San Diego [WD]  01835","Fairmount & University (UCO)_3895 Fairmount Avenue_San Diego, California 921052607_619-640-3245","CA","San diego",3,4,336087,"California","Sacramento",508529
1836,-116.9384,32.5674,"Starbucks - CA - San Diego [WD]  01836","Hwy 905 & La Media, San Diego_8299 Otay Mesa Road_San Diego, California 921547712_619-710-0082","CA","San diego",3,4,271769,"California","Sacramento",508529
1837,-116.9417,32.73977,"Starbucks - CA - San Diego [WD]  01837","Jamacha & Campo, El Cajon_2986 Jamacha Road_San Diego, California 92019_619-670-0108","CA","San diego",3,4,280378,"California","Sacramento",508529
1838,-117.1640268,32.87870017,"Starbucks - CA - San Diego [WD]  01838","Miramar & Production, San Diego_7030 Miramar Road_San Diego, California 921212315_858-831-9264","CA","San diego",3,4,310244,"California","Sacramento",508529
1839,-117.1077188,32.95158171,"Starbucks - CA - San Diego [WD]  01839","Rancho Penasquitos & I-15, San Dieg_12889 Rancho Penasquitos Blvd._San Diego, California 921292934_858-538-0998","CA","San diego",3,4,309638,"California","Sacramento",508529
1840,-117.07157,32.749647,"Starbucks - CA - San Diego [WD]  01840","University & 58th, San Diego_5841 University Avenue_San Diego, California 921156251_619-287-3459","CA","San diego",3,4,255624,"California","Sacramento",508529
1841,-117.2061418,32.75204115,"Starbucks - CA - San Diego [WD]  01841","Sports Arena & Rosecrans, San Diego_3145 Sports Arena Blvd._San Diego, California 921104526_619-523-9253","CA","San diego",3,4,313952,"California","Sacramento",508529
1842,-117.155488,32.7115,"Starbucks - CA - San Diego [W]  01842","10th & Market, San Diego_1011 Market Street_San Diego, California 921017233_619-696-3750","CA","San diego",3,4,348487,"California","Sacramento",508529
1843,-117.1637263,32.71144592,"Starbucks - CA - San Diego [W]  01843","1st & Market, San Diego_101 Market Street_San Diego, California 92101_619-232-8267","CA","San diego",3,4,282995,"California","Sacramento",508529
1844,-117.1337964,32.71797558,"Starbucks - CA - San Diego [W]  01844","28th & B Street, San Diego (UCO)_1206 28th Street_San Diego, California 921022206_619-231-7637","CA","San diego",3,4,289367,"California","Sacramento",508529
1845,-117.1313649,32.74857824,"Starbucks - CA - San Diego [W]  01845","29th & University, San Diego (UCO)_2899 University Avenue_San Diego, California 921042929_619-692-0755","CA","San diego",3,4,281633,"California","Sacramento",508529
1846,-117.124974,32.7485,"Starbucks - CA - San Diego [W]  01846","32nd & University, San Diego_3206 University Ave._San Diego, California 921042010_619-285-9814","CA","San diego",3,4,268010,"California","Sacramento",508529
1847,-117.1614965,32.71143883,"Starbucks - CA - San Diego [W]  01847","4th & Market, San Diego_345 Market Street_San Diego, California 92101_619-234-6945","CA","San diego",3,4,253779,"California","Sacramento",508529
1848,-117.1592344,32.71766932,"Starbucks - CA - San Diego [W]  01848","525 B Street_1194 Sixth Avenue_San Diego, California 92101_(619) 232-3235","CA","San diego",3,4,293751,"California","Sacramento",508529
1849,-117.1600042,32.71358596,"Starbucks - CA - San Diego [W]  01849","5th & F Street, San Diego_511 F Street_San Diego, California 921016308_619-235-0573","CA","San diego",3,4,333787,"California","Sacramento",508529
1850,-117.1602566,32.73067973,"Starbucks - CA - San Diego [W]  01850","5th & Laurel, San Diego_2440 5th Avenue_San Diego, California 921011613_619-702-2113","CA","San diego",3,4,257915,"California","Sacramento",508529
1851,-117.160236,32.747138,"Starbucks - CA - San Diego [W]  01851","5TH and Robinson_3801 Fifth Avenue_San Diego, California 92109_(619) 295-9310","CA","San diego",3,4,305129,"California","Sacramento",508529
1852,-117.1064347,32.76326656,"Starbucks - CA - San Diego [W]  01852","Adams & Marlborough - San Diego_4134 Adams Avenue_San Diego, California 92116_619-640-5230","CA","San diego",3,4,259620,"California","Sacramento",508529
1853,-117.1002329,32.90454561,"Starbucks - CA - San Diego [W]  01853","Aviary & Scripps Ranch, San Diego_10000 Aviary Drive, Suite A_San Diego, California 921311222_858-586-0096","CA","San diego",3,4,280398,"California","Sacramento",508529
1854,-117.1683025,32.71565673,"Starbucks - CA - San Diego [W]  01854","Broadway & Kettner, San Diego_600 West Broadway_San Diego, California 92101_619-233-0393","CA","San diego",3,4,333749,"California","Sacramento",508529
1855,-117.1103596,33.01315474,"Starbucks - CA - San Diego [W]  01855","Camino Del Norte & Dove Canyon, San_16621 Dove Canyon Road_San Diego, California 92127_858-487-0972","CA","San diego",3,4,367986,"California","Sacramento",508529
1856,-117.2300201,32.9379145,"Starbucks - CA - San Diego [W]  01856","Carmel Creek & Valley Centre_3881 Valley Centre Drive_San Diego, California 921302332_858-847-3085","CA","San diego",3,4,260058,"California","Sacramento",508529
1857,-117.0655355,32.76229667,"Starbucks - CA - San Diego [W]  01857","Campus Plaza_6145 El Cajon Blvd._San Diego, California 92115_(619) 286-4561","CA","San diego",3,4,313212,"California","Sacramento",508529
